image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_18/N7.jpg,182,40,272,130
user_18/N8.jpg,168,39,258,129
user_18/N9.jpg,175,43,265,133
user_18/O0.jpg,169,53,259,143
user_18/O1.jpg,159,48,249,138
user_18/O2.jpg,171,50,261,140
user_18/O3.jpg,157,50,247,140
user_18/O4.jpg,160,57,250,147
user_18/O5.jpg,193,27,283,117
user_18/O6.jpg,187,25,277,115
user_18/O7.jpg,193,27,283,117
user_18/O8.jpg,178,27,268,117
user_18/O9.jpg,184,31,274,121
user_18/P0.jpg,109,94,189,174
user_18/P1.jpg,101,91,181,171
user_18/P2.jpg,104,95,184,175
user_18/P3.jpg,95,96,175,176
user_18/P4.jpg,97,105,177,185
user_18/P5.jpg,127,74,217,164
user_18/P6.jpg,113,67,203,157
user_18/P7.jpg,124,70,214,160
user_18/P8.jpg,117,76,207,166
user_18/P9.jpg,128,71,228,171
user_18/Q0.jpg,90,134,180,224
user_18/Q1.jpg,86,132,176,222
user_18/Q2.jpg,96,134,186,224
user_18/Q3.jpg,85,127,175,217
user_18/Q4.jpg,92,134,182,224
user_18/Q5.jpg,143,80,233,170
user_18/Q6.jpg,134,84,224,174
user_18/Q7.jpg,155,82,245,172
user_18/Q8.jpg,138,81,228,171
user_18/Q9.jpg,141,87,231,177
user_18/R0.jpg,143,62,253,172
user_18/R1.jpg,132,58,242,168
user_18/R2.jpg,140,69,250,179
user_18/R3.jpg,138,61,248,171
user_18/R4.jpg,131,65,241,175
user_18/R5.jpg,180,37,300,157
user_18/R6.jpg,158,40,278,160
user_18/R7.jpg,172,33,292,153
user_18/R8.jpg,164,35,284,155
user_18/R9.jpg,169,39,289,159
user_18/S0.jpg,153,84,243,174
user_18/S1.jpg,146,86,236,176
user_18/S2.jpg,158,82,248,172
user_18/S3.jpg,148,82,238,172
user_18/S4.jpg,161,87,251,177
user_18/S5.jpg,176,59,266,149
user_18/S6.jpg,160,56,250,146
user_18/S7.jpg,176,57,266,147
user_18/S8.jpg,168,54,258,144
user_18/S9.jpg,174,50,264,140
user_18/T0.jpg,153,84,253,184
user_18/T1.jpg,155,81,255,181
user_18/T2.jpg,163,86,263,186
user_18/T3.jpg,156,81,256,181
user_18/T4.jpg,156,78,256,178
user_18/T5.jpg,209,45,309,145
user_18/T6.jpg,200,45,300,145
user_18/T7.jpg,211,46,311,146
user_18/T8.jpg,203,40,303,140
user_18/T9.jpg,211,40,311,140
user_18/U0.jpg,131,53,251,173
user_18/U1.jpg,123,48,243,168
user_18/U2.jpg,139,53,259,173
user_18/U3.jpg,130,51,250,171
user_18/U4.jpg,134,59,254,179
user_18/U5.jpg,173,31,293,151
user_18/U6.jpg,159,32,279,152
user_18/U7.jpg,174,35,294,155
user_18/U8.jpg,163,34,283,154
user_18/U9.jpg,179,41,299,161
user_18/V0.jpg,123,51,243,171
user_18/V1.jpg,108,49,228,169
user_18/V2.jpg,135,54,255,174
user_18/V3.jpg,117,55,237,175
user_18/V4.jpg,130,61,250,181
user_18/V5.jpg,150,47,270,167
user_18/V6.jpg,146,39,266,159
user_18/V7.jpg,163,46,283,166
user_18/V8.jpg,143,52,263,172
user_18/V9.jpg,169,52,289,172
user_18/W0.jpg,130,58,240,168
user_18/W1.jpg,109,57,219,167
user_18/W2.jpg,135,58,245,168
user_18/W3.jpg,121,55,231,165
user_18/W4.jpg,133,66,243,176
user_18/W5.jpg,148,37,278,167
user_18/W6.jpg,136,28,266,158
user_18/W7.jpg,164,32,294,162
user_18/W8.jpg,145,30,275,160
user_18/W9.jpg,162,34,292,164
user_18/X0.jpg,140,56,240,156
user_18/X1.jpg,130,53,230,153
user_18/X2.jpg,152,63,252,163
user_18/X3.jpg,140,65,240,165
user_18/X4.jpg,151,71,241,161
user_18/X5.jpg,180,46,290,156
user_18/X6.jpg,163,49,273,159
user_18/X7.jpg,179,59,289,169
user_18/X8.jpg,168,57,278,167
user_18/X9.jpg,185,63,295,173
user_18/Y0.jpg,149,54,259,164
user_18/Y1.jpg,134,51,244,161
user_18/Y2.jpg,155,63,255,163
user_18/Y3.jpg,144,60,244,160
user_18/Y4.jpg,157,67,257,167
user_18/Y5.jpg,177,56,277,156
user_18/Y6.jpg,164,57,264,157
user_18/Y7.jpg,177,63,277,163
user_18/Y8.jpg,162,63,262,163
user_18/Y9.jpg,178,65,278,165
