image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_14/O8.jpg,75,65,175,165
user_14/O9.jpg,80,69,180,169
user_14/P0.jpg,27,85,137,195
user_14/P1.jpg,21,83,131,193
user_14/P2.jpg,27,80,137,190
user_14/P3.jpg,22,94,132,204
user_14/P4.jpg,16,93,126,203
user_14/P5.jpg,74,126,184,236
user_14/P6.jpg,61,119,171,229
user_14/P7.jpg,71,120,181,230
user_14/P8.jpg,64,120,174,230
user_14/P9.jpg,70,118,180,228
user_14/Q0.jpg,49,113,159,223
user_14/Q1.jpg,42,115,152,225
user_14/Q2.jpg,56,116,166,226
user_14/Q3.jpg,47,112,157,222
user_14/Q4.jpg,50,120,160,230
user_14/Q5.jpg,53,125,143,215
user_14/Q6.jpg,45,124,135,214
user_14/Q7.jpg,61,130,151,220
user_14/Q8.jpg,49,129,139,219
user_14/Q9.jpg,53,131,143,221
user_14/R0.jpg,118,62,248,192
user_14/R1.jpg,113,55,243,185
user_14/R2.jpg,124,65,254,195
user_14/R3.jpg,110,62,240,192
user_14/R4.jpg,114,70,244,200
user_14/R5.jpg,51,56,181,186
user_14/R6.jpg,45,54,175,184
user_14/R7.jpg,54,66,184,196
user_14/R8.jpg,61,72,181,192
user_14/R9.jpg,60,73,180,193
user_14/S0.jpg,90,110,190,210
user_14/S1.jpg,79,106,179,206
user_14/S2.jpg,107,108,207,208
user_14/S3.jpg,90,102,190,202
user_14/S4.jpg,100,110,200,210
user_14/S5.jpg,72,87,172,187
user_14/S6.jpg,60,92,160,192
user_14/S7.jpg,83,92,183,192
user_14/S8.jpg,78,90,178,190
user_14/S9.jpg,95,91,195,191
user_14/T0.jpg,130,79,240,189
user_14/T1.jpg,116,82,226,192
user_14/T2.jpg,134,88,244,198
user_14/T3.jpg,123,87,233,197
user_14/T4.jpg,126,89,236,199
user_14/T5.jpg,96,73,196,173
user_14/T6.jpg,89,72,189,172
user_14/T7.jpg,101,79,201,179
user_14/T8.jpg,93,84,193,184
user_14/T9.jpg,97,81,197,181
user_14/U0.jpg,77,44,197,164
user_14/U1.jpg,83,33,203,153
user_14/U2.jpg,73,44,193,164
user_14/U3.jpg,83,43,203,163
user_14/U4.jpg,72,46,192,166
user_14/U5.jpg,46,45,186,185
user_14/U6.jpg,41,44,181,184
user_14/U7.jpg,68,53,208,193
user_14/U8.jpg,55,47,195,187
user_14/U9.jpg,66,62,196,192
user_14/V0.jpg,94,60,224,190
user_14/V1.jpg,80,62,210,192
user_14/V2.jpg,98,68,228,198
user_14/V3.jpg,82,73,212,203
user_14/V4.jpg,97,82,227,212
user_14/V5.jpg,68,55,208,195
user_14/V6.jpg,83,73,203,193
user_14/V7.jpg,74,68,194,188
user_14/V8.jpg,78,74,198,194
user_14/V9.jpg,84,77,204,197
user_14/W0.jpg,92,30,232,170
user_14/W1.jpg,80,29,220,169
user_14/W2.jpg,99,39,239,179
user_14/W3.jpg,85,45,225,185
user_14/W4.jpg,97,50,237,190
user_14/W5.jpg,76,73,186,183
user_14/W6.jpg,59,69,169,179
user_14/W7.jpg,74,73,184,183
user_14/W8.jpg,62,73,172,183
user_14/W9.jpg,77,76,187,186
user_14/X0.jpg,135,80,255,200
user_14/X1.jpg,132,68,252,188
user_14/X2.jpg,150,79,270,199
user_14/X3.jpg,133,79,253,199
user_14/X4.jpg,150,80,270,200
user_14/X5.jpg,82,51,192,161
user_14/X6.jpg,70,44,180,154
user_14/X7.jpg,93,58,203,168
user_14/X8.jpg,94,65,194,165
user_14/X9.jpg,99,69,199,169
user_14/Y0.jpg,96,55,226,185
user_14/Y1.jpg,84,51,214,181
user_14/Y2.jpg,98,54,228,184
user_14/Y3.jpg,86,53,216,183
user_14/Y4.jpg,86,61,216,191
user_14/Y5.jpg,60,57,180,177
user_14/Y6.jpg,46,62,166,182
user_14/Y7.jpg,61,65,181,185
user_14/Y8.jpg,51,65,171,185
user_14/Y9.jpg,59,62,179,182
