image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_19/S7.jpg,135,54,245,164
user_19/S8.jpg,132,44,242,154
user_19/S9.jpg,122,53,232,163
user_19/T0.jpg,102,33,212,143
user_19/T1.jpg,96,29,206,139
user_19/T2.jpg,108,28,218,138
user_19/T3.jpg,91,27,201,137
user_19/T4.jpg,92,28,202,138
user_19/T5.jpg,89,73,229,213
user_19/T6.jpg,86,69,226,209
user_19/T7.jpg,96,50,236,190
user_19/T8.jpg,98,56,228,186
user_19/T9.jpg,98,47,228,177
user_19/U0.jpg,102,81,232,211
user_19/U1.jpg,111,85,241,215
user_19/U2.jpg,94,77,224,207
user_19/U3.jpg,103,87,233,217
user_19/U4.jpg,94,80,224,210
user_19/U5.jpg,94,47,254,207
user_19/U6.jpg,82,49,242,209
user_19/U7.jpg,100,45,260,205
user_19/U8.jpg,80,44,240,204
user_19/U9.jpg,85,50,245,210
user_19/V0.jpg,105,67,265,227
user_19/V1.jpg,90,65,250,225
user_19/V2.jpg,112,66,272,226
user_19/V3.jpg,88,68,248,228
user_19/V4.jpg,111,70,271,230
user_19/V5.jpg,83,64,243,224
user_19/V6.jpg,87,54,247,214
user_19/V7.jpg,104,63,264,223
user_19/V8.jpg,84,55,244,215
user_19/V9.jpg,92,60,252,220
user_19/W0.jpg,134,49,284,199
user_19/W1.jpg,117,44,267,194
user_19/W2.jpg,151,49,301,199
user_19/W3.jpg,120,48,270,198
user_19/W4.jpg,135,54,275,194
user_19/W5.jpg,92,69,242,219
user_19/W6.jpg,61,61,211,211
user_19/W7.jpg,89,64,239,214
user_19/W8.jpg,67,65,217,215
user_19/W9.jpg,91,69,241,219
user_19/X0.jpg,133,32,263,162
user_19/X1.jpg,119,27,249,157
user_19/X2.jpg,134,29,264,159
user_19/X3.jpg,121,22,251,152
user_19/X4.jpg,135,24,265,154
user_19/X5.jpg,126,50,236,160
user_19/X6.jpg,108,50,218,160
user_19/X7.jpg,128,46,238,156
user_19/X8.jpg,109,43,219,153
user_19/X9.jpg,122,43,232,153
user_19/Y0.jpg,175,4,305,134
user_19/Y1.jpg,162,3,292,133
user_19/Y2.jpg,181,6,311,136
user_19/Y3.jpg,170,5,300,135
user_19/Y4.jpg,176,5,296,125
user_19/Y5.jpg,91,78,241,228
user_19/Y6.jpg,73,71,223,221
user_19/Y7.jpg,96,73,246,223
user_19/Y8.jpg,78,68,228,218
user_19/Y9.jpg,97,73,247,223
