image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_15/M6.jpg,128,44,228,144
user_15/M7.jpg,149,49,249,149
user_15/M8.jpg,129,46,229,146
user_15/M9.jpg,132,51,232,151
user_15/N0.jpg,110,11,250,151
user_15/N1.jpg,119,21,239,141
user_15/N2.jpg,117,21,237,141
user_15/N3.jpg,119,25,239,145
user_15/N4.jpg,115,27,235,147
user_15/N5.jpg,127,43,237,153
user_15/N6.jpg,117,41,227,151
user_15/N7.jpg,127,45,237,155
user_15/N8.jpg,126,45,236,155
user_15/N9.jpg,125,52,235,162
user_15/O0.jpg,156,36,266,146
user_15/O1.jpg,142,33,252,143
user_15/O2.jpg,152,38,262,148
user_15/O3.jpg,112,34,222,144
user_15/O4.jpg,131,38,241,148
user_15/O5.jpg,142,23,262,143
user_15/O6.jpg,132,20,252,140
user_15/O7.jpg,139,22,259,142
user_15/O8.jpg,122,19,242,139
user_15/O9.jpg,131,23,251,143
user_15/P0.jpg,4,92,144,232
user_15/P1.jpg,12,81,152,221
user_15/P2.jpg,27,99,167,239
user_15/P3.jpg,12,99,152,239
user_15/P4.jpg,4,95,144,235
user_15/P5.jpg,14,91,154,231
user_15/P6.jpg,28,88,168,228
user_15/P7.jpg,18,99,158,239
user_15/P8.jpg,10,90,150,230
user_15/P9.jpg,15,109,145,239
user_15/Q0.jpg,5,62,135,192
user_15/Q1.jpg,4,71,124,191
user_15/Q2.jpg,9,73,129,193
user_15/Q3.jpg,3,78,123,198
user_15/Q4.jpg,7,87,127,207
user_15/Q5.jpg,50,78,170,198
user_15/Q6.jpg,38,76,158,196
user_15/Q7.jpg,45,85,165,205
user_15/Q8.jpg,36,80,156,200
user_15/Q9.jpg,34,92,154,212
user_15/R0.jpg,84,38,234,188
user_15/R1.jpg,71,29,221,179
user_15/R2.jpg,75,41,225,191
user_15/R3.jpg,57,39,207,189
user_15/R4.jpg,64,47,214,197
user_15/R5.jpg,91,60,241,210
user_15/R6.jpg,100,53,250,203
user_15/R7.jpg,79,56,229,206
user_15/R8.jpg,88,65,238,215
user_15/R9.jpg,82,50,232,200
user_15/S0.jpg,94,48,204,158
user_15/S1.jpg,81,47,191,157
user_15/S2.jpg,100,47,210,157
user_15/S3.jpg,89,41,199,151
user_15/S4.jpg,103,48,213,158
user_15/S5.jpg,147,35,247,135
user_15/S6.jpg,132,35,232,135
user_15/S7.jpg,145,34,245,134
user_15/S8.jpg,134,30,234,130
user_15/S9.jpg,141,36,241,136
user_15/T0.jpg,88,45,208,165
user_15/T1.jpg,74,44,194,164
user_15/T2.jpg,69,55,189,175
user_15/T3.jpg,67,50,187,170
user_15/T4.jpg,72,51,192,171
user_15/T5.jpg,140,37,270,167
user_15/T6.jpg,126,37,256,167
user_15/T7.jpg,142,40,272,170
user_15/T8.jpg,130,34,260,164
user_15/T9.jpg,124,35,254,165
user_15/U0.jpg,95,31,245,181
user_15/U1.jpg,79,32,229,182
user_15/U2.jpg,75,33,225,183
user_15/U3.jpg,75,41,225,191
user_15/U4.jpg,64,43,214,193
user_15/U5.jpg,119,47,259,187
user_15/U6.jpg,108,39,248,179
user_15/U7.jpg,125,42,265,182
user_15/U8.jpg,108,42,248,182
user_15/U9.jpg,111,44,251,184
user_15/V0.jpg,51,57,221,227
user_15/V1.jpg,32,57,202,227
user_15/V2.jpg,47,62,217,232
user_15/V3.jpg,55,68,225,238
user_15/V4.jpg,54,68,224,238
user_15/V5.jpg,100,27,270,197
user_15/V6.jpg,90,20,260,190
user_15/V7.jpg,103,32,273,202
user_15/V8.jpg,82,33,252,203
user_15/V9.jpg,109,37,279,207
user_15/W0.jpg,101,36,271,206
user_15/W1.jpg,80,29,250,199
user_15/W2.jpg,96,34,266,204
user_15/W3.jpg,83,43,243,203
user_15/W4.jpg,85,54,245,214
user_15/W5.jpg,88,58,238,208
user_15/W6.jpg,78,54,228,204
user_15/W7.jpg,97,58,247,208
user_15/W8.jpg,71,56,221,206
user_15/W9.jpg,85,60,235,210
user_15/X0.jpg,170,34,280,144
user_15/X1.jpg,158,38,268,148
user_15/X2.jpg,172,34,282,144
user_15/X3.jpg,159,32,269,142
user_15/X4.jpg,169,34,279,144
user_15/X5.jpg,166,39,276,149
user_15/X6.jpg,146,32,256,142
user_15/X7.jpg,154,37,264,147
user_15/X8.jpg,145,42,255,152
user_15/X9.jpg,156,39,266,149
user_15/Y0.jpg,157,65,287,195
user_15/Y1.jpg,133,65,263,195
user_15/Y2.jpg,151,71,281,201
user_15/Y3.jpg,128,64,258,194
user_15/Y4.jpg,149,69,279,199
user_15/Y5.jpg,141,59,261,179
user_15/Y6.jpg,123,51,243,171
user_15/Y7.jpg,131,66,251,186
user_15/Y8.jpg,115,69,235,189
user_15/Y9.jpg,119,63,239,183
