image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_13/H6.jpg,149,23,259,133
user_13/H7.jpg,150,38,260,148
user_13/H8.jpg,159,46,259,146
user_13/H9.jpg,149,44,249,144
user_13/I0.jpg,95,51,245,201
user_13/I1.jpg,98,50,248,200
user_13/I2.jpg,87,48,237,198
user_13/I3.jpg,103,52,253,202
user_13/I4.jpg,97,39,247,189
user_13/I5.jpg,161,27,261,127
user_13/I6.jpg,151,25,251,125
user_13/I7.jpg,162,39,262,139
user_13/I8.jpg,153,46,253,146
user_13/I9.jpg,160,43,260,143
user_13/K0.jpg,30,31,180,181
user_13/K1.jpg,53,27,203,177
user_13/K2.jpg,44,27,194,177
user_13/K3.jpg,53,32,203,182
user_13/K4.jpg,66,26,216,176
user_13/K5.jpg,122,36,232,146
user_13/K6.jpg,141,39,251,149
user_13/K7.jpg,117,32,227,142
user_13/K8.jpg,110,33,220,143
user_13/K9.jpg,117,35,227,145
user_13/L0.jpg,103,16,263,176
user_13/L1.jpg,93,14,253,174
user_13/L2.jpg,102,17,262,177
user_13/L3.jpg,92,23,252,183
user_13/L4.jpg,98,22,258,182
user_13/L5.jpg,152,16,272,136
user_13/L6.jpg,138,13,258,133
user_13/L7.jpg,146,16,266,136
user_13/L8.jpg,135,13,255,133
user_13/L9.jpg,141,20,261,140
user_13/M0.jpg,129,46,259,176
user_13/M1.jpg,111,51,241,181
user_13/M2.jpg,123,55,253,185
user_13/M3.jpg,108,49,238,179
user_13/M4.jpg,118,52,248,182
user_13/M5.jpg,161,26,251,116
user_13/M6.jpg,151,21,241,111
user_13/M7.jpg,164,30,254,120
user_13/M8.jpg,145,23,235,113
user_13/M9.jpg,151,25,241,115
user_13/N0.jpg,106,12,236,142
user_13/N1.jpg,99,10,229,140
user_13/N2.jpg,107,13,237,143
user_13/N3.jpg,94,13,224,143
user_13/N4.jpg,113,15,243,145
user_13/N5.jpg,149,24,239,114
user_13/N6.jpg,140,24,230,114
user_13/N7.jpg,150,25,240,115
user_13/N8.jpg,141,21,231,111
user_13/N9.jpg,148,25,238,115
user_13/O0.jpg,156,31,286,161
user_13/O1.jpg,147,31,277,161
user_13/O2.jpg,160,38,290,168
user_13/O3.jpg,150,34,280,164
user_13/O4.jpg,155,42,285,172
user_13/O5.jpg,162,22,272,132
user_13/O6.jpg,151,21,261,131
user_13/O7.jpg,170,29,280,139
user_13/O8.jpg,163,25,273,135
user_13/O9.jpg,163,27,273,137
user_13/P0.jpg,107,51,237,181
user_13/P1.jpg,95,47,225,177
user_13/P2.jpg,107,54,237,184
user_13/P3.jpg,102,42,232,172
user_13/P4.jpg,92,51,222,181
user_13/P5.jpg,99,30,209,140
user_13/P6.jpg,113,30,223,140
user_13/P7.jpg,95,27,205,137
user_13/P8.jpg,88,36,198,146
user_13/P9.jpg,103,31,213,141
user_13/Q0.jpg,88,88,208,208
user_13/Q1.jpg,81,86,201,206
user_13/Q2.jpg,96,89,216,209
user_13/Q3.jpg,92,81,212,201
user_13/Q4.jpg,116,88,226,198
user_13/Q5.jpg,113,81,223,191
user_13/Q6.jpg,124,83,234,193
user_13/Q7.jpg,112,77,222,187
user_13/Q8.jpg,116,75,226,185
user_13/Q9.jpg,122,81,232,191
user_13/R0.jpg,94,58,274,238
user_13/R1.jpg,78,49,258,229
user_13/R2.jpg,93,56,273,236
user_13/R3.jpg,87,48,267,228
user_13/R4.jpg,86,54,266,234
user_13/R5.jpg,137,16,267,146
user_13/R6.jpg,138,8,268,138
user_13/R7.jpg,133,16,263,146
user_13/R8.jpg,145,17,275,147
user_13/R9.jpg,133,13,263,143
user_13/S0.jpg,124,58,234,168
user_13/S1.jpg,114,58,224,168
user_13/S2.jpg,127,64,237,174
user_13/S3.jpg,112,61,222,171
user_13/S4.jpg,129,70,239,180
user_13/S5.jpg,168,29,248,109
user_13/S6.jpg,156,27,236,107
user_13/S7.jpg,169,33,249,113
user_13/S8.jpg,158,26,238,106
user_13/S9.jpg,170,31,250,111
user_13/T0.jpg,152,42,272,162
user_13/T1.jpg,139,39,259,159
user_13/T2.jpg,154,54,264,164
user_13/T3.jpg,145,48,255,158
user_13/T4.jpg,164,48,274,158
user_13/T5.jpg,125,25,245,145
user_13/T6.jpg,119,22,239,142
user_13/T7.jpg,126,29,246,149
user_13/T8.jpg,119,25,239,145
user_13/T9.jpg,123,31,233,141
user_13/U0.jpg,135,29,285,179
user_13/U1.jpg,123,39,273,189
user_13/U2.jpg,142,38,292,188
user_13/U3.jpg,128,31,278,181
user_13/U4.jpg,139,38,289,188
user_13/U5.jpg,146,3,276,133
user_13/U6.jpg,156,11,286,141
user_13/U7.jpg,147,20,277,150
user_13/U8.jpg,161,23,291,153
user_13/U9.jpg,150,19,280,149
user_13/V0.jpg,111,39,271,199
user_13/V1.jpg,106,27,266,187
user_13/V2.jpg,123,39,283,199
user_13/V3.jpg,111,32,271,192
user_13/V4.jpg,126,38,286,198
user_13/V5.jpg,157,25,297,165
user_13/V6.jpg,144,14,284,154
user_13/V7.jpg,153,21,293,161
user_13/V8.jpg,151,15,291,155
user_13/V9.jpg,162,26,292,156
user_13/W0.jpg,133,35,283,185
user_13/W1.jpg,103,37,253,187
user_13/W2.jpg,127,41,277,191
user_13/W3.jpg,114,43,264,193
user_13/W4.jpg,142,42,292,192
user_13/W5.jpg,176,46,296,166
user_13/W6.jpg,162,53,282,173
user_13/W7.jpg,184,54,304,174
user_13/W8.jpg,165,52,285,172
user_13/W9.jpg,179,58,299,178
user_13/X0.jpg,124,64,244,184
user_13/X1.jpg,118,57,238,177
user_13/X2.jpg,135,62,255,182
user_13/X3.jpg,116,59,236,179
user_13/X4.jpg,148,63,268,183
user_13/X5.jpg,177,33,297,153
user_13/X6.jpg,189,59,289,159
user_13/X7.jpg,174,58,274,158
user_13/X8.jpg,189,69,289,169
user_13/X9.jpg,179,66,279,166
user_13/Y0.jpg,124,51,264,191
user_13/Y1.jpg,110,52,250,192
user_13/Y2.jpg,125,55,265,195
user_13/Y3.jpg,110,53,250,193
user_13/Y4.jpg,119,53,259,193
user_13/Y5.jpg,172,46,292,166
user_13/Y6.jpg,155,48,275,168
user_13/Y7.jpg,173,50,293,170
user_13/Y8.jpg,162,52,282,172
user_13/Y9.jpg,156,65,276,185
