image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_16/L3.jpg,140,51,260,171
user_16/L4.jpg,145,60,265,180
user_16/L5.jpg,148,21,278,151
user_16/L6.jpg,139,20,269,150
user_16/L7.jpg,159,26,289,156
user_16/L8.jpg,143,18,273,148
user_16/L9.jpg,128,24,258,154
user_16/M0.jpg,136,65,226,155
user_16/M1.jpg,126,61,216,151
user_16/M2.jpg,139,65,229,155
user_16/M3.jpg,130,57,220,147
user_16/M4.jpg,142,63,232,153
user_16/M5.jpg,149,63,249,163
user_16/M6.jpg,139,58,239,158
user_16/M7.jpg,151,60,251,160
user_16/M8.jpg,140,54,240,154
user_16/M9.jpg,137,59,237,159
user_16/N0.jpg,134,72,224,162
user_16/N1.jpg,134,72,224,162
user_16/N2.jpg,143,65,233,155
user_16/N3.jpg,137,64,227,154
user_16/N4.jpg,134,69,224,159
user_16/N5.jpg,157,51,247,141
user_16/N6.jpg,152,50,242,140
user_16/N7.jpg,160,49,250,139
user_16/N8.jpg,152,50,242,140
user_16/N9.jpg,149,54,239,144
user_16/O0.jpg,155,52,255,152
user_16/O1.jpg,135,48,235,148
user_16/O2.jpg,146,52,246,152
user_16/O3.jpg,137,53,237,153
user_16/O4.jpg,143,60,243,160
user_16/O5.jpg,168,67,278,177
user_16/O6.jpg,156,66,266,176
user_16/O7.jpg,162,41,272,151
user_16/O8.jpg,157,46,267,156
user_16/O9.jpg,167,36,277,146
user_16/P0.jpg,92,64,192,164
user_16/P1.jpg,80,61,180,161
user_16/P2.jpg,92,68,192,168
user_16/P3.jpg,81,61,181,161
user_16/P4.jpg,87,69,187,169
user_16/P5.jpg,155,67,245,157
user_16/P6.jpg,161,67,251,157
user_16/P7.jpg,148,68,238,158
user_16/P8.jpg,160,68,250,158
user_16/P9.jpg,151,77,241,167
user_16/Q0.jpg,121,71,191,141
user_16/Q1.jpg,114,75,184,145
user_16/Q2.jpg,126,77,196,147
user_16/Q3.jpg,117,72,187,142
user_16/Q4.jpg,122,75,192,145
user_16/Q5.jpg,136,60,246,170
user_16/Q6.jpg,125,59,235,169
user_16/Q7.jpg,133,60,243,170
user_16/Q8.jpg,133,72,243,182
user_16/Q9.jpg,123,72,233,182
user_16/R0.jpg,122,43,242,163
user_16/R1.jpg,122,33,242,153
user_16/R2.jpg,116,41,236,161
user_16/R3.jpg,130,40,250,160
user_16/R4.jpg,125,36,245,156
user_16/R5.jpg,130,32,240,142
user_16/R6.jpg,122,29,232,139
user_16/R7.jpg,128,41,238,151
user_16/R8.jpg,130,44,230,144
user_16/R9.jpg,129,41,229,141
user_16/S0.jpg,140,59,230,149
user_16/S1.jpg,133,55,223,145
user_16/S2.jpg,143,56,233,146
user_16/S3.jpg,152,69,232,149
user_16/S4.jpg,141,66,221,146
user_16/S5.jpg,172,50,262,140
user_16/S6.jpg,165,45,255,135
user_16/S7.jpg,179,47,269,137
user_16/S8.jpg,163,46,253,136
user_16/S9.jpg,177,54,257,134
user_16/T0.jpg,136,86,236,186
user_16/T1.jpg,134,85,234,185
user_16/T2.jpg,142,91,232,181
user_16/T3.jpg,134,88,224,178
user_16/T4.jpg,142,90,232,180
user_16/T5.jpg,185,71,275,161
user_16/T6.jpg,175,70,265,160
user_16/T7.jpg,190,74,280,164
user_16/T8.jpg,182,70,272,160
user_16/T9.jpg,182,70,272,160
user_16/U0.jpg,155,53,255,153
user_16/U1.jpg,143,52,243,152
user_16/U2.jpg,149,60,249,160
user_16/U3.jpg,133,59,233,159
user_16/U4.jpg,142,58,242,158
user_16/U5.jpg,144,51,264,171
user_16/U6.jpg,139,50,259,170
user_16/U7.jpg,153,65,263,175
user_16/U8.jpg,141,58,251,168
user_16/U9.jpg,146,62,256,172
user_16/V0.jpg,142,47,262,167
user_16/V1.jpg,128,45,248,165
user_16/V2.jpg,139,47,259,167
user_16/V3.jpg,121,47,241,167
user_16/V4.jpg,138,49,258,169
user_16/V5.jpg,129,26,269,166
user_16/V6.jpg,127,20,267,160
user_16/V7.jpg,142,28,282,168
user_16/V8.jpg,116,30,256,170
user_16/V9.jpg,133,39,273,179
user_16/W0.jpg,139,39,269,169
user_16/W1.jpg,126,32,256,162
user_16/W2.jpg,143,36,273,166
user_16/W3.jpg,140,49,260,169
user_16/W4.jpg,124,47,244,167
user_16/W5.jpg,147,31,277,161
user_16/W6.jpg,131,30,261,160
user_16/W7.jpg,146,34,276,164
user_16/W8.jpg,148,46,268,166
user_16/W9.jpg,132,43,252,163
user_16/X0.jpg,176,58,276,158
user_16/X1.jpg,169,52,269,152
user_16/X2.jpg,184,70,284,170
user_16/X3.jpg,173,72,273,172
user_16/X4.jpg,181,77,281,177
user_16/X5.jpg,192,62,282,152
user_16/X6.jpg,183,60,273,150
user_16/X7.jpg,187,72,287,172
user_16/X8.jpg,176,73,276,173
user_16/X9.jpg,185,87,285,187
user_16/Y0.jpg,161,45,271,155
user_16/Y1.jpg,144,39,254,149
user_16/Y2.jpg,153,47,263,157
user_16/Y3.jpg,141,45,251,155
user_16/Y4.jpg,147,50,257,160
user_16/Y5.jpg,149,38,259,148
user_16/Y6.jpg,141,35,251,145
user_16/Y7.jpg,150,43,260,153
user_16/Y8.jpg,135,45,245,155
user_16/Y9.jpg,152,49,262,159
