image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_11/F4.jpg,160,7,300,147
user_11/F5.jpg,69,22,249,202
user_11/F6.jpg,77,20,257,200
user_11/F7.jpg,79,25,249,195
user_11/F8.jpg,119,40,269,190
user_11/F9.jpg,113,41,263,191
user_11/G0.jpg,138,21,268,151
user_11/G1.jpg,143,28,273,158
user_11/G2.jpg,150,31,280,161
user_11/G3.jpg,151,37,281,167
user_11/G4.jpg,155,41,285,171
user_11/G5.jpg,131,15,281,165
user_11/G6.jpg,143,23,293,173
user_11/G7.jpg,155,31,305,181
user_11/G8.jpg,160,45,310,195
user_11/G9.jpg,161,45,311,195
user_11/H0.jpg,130,35,260,165
user_11/H1.jpg,125,33,255,163
user_11/H2.jpg,134,33,264,163
user_11/H3.jpg,127,26,257,156
user_11/H4.jpg,134,37,264,167
user_11/H5.jpg,157,18,307,168
user_11/H6.jpg,159,26,309,176
user_11/H7.jpg,176,43,316,183
user_11/H8.jpg,168,44,308,184
user_11/H9.jpg,174,46,314,186
user_11/I0.jpg,113,17,263,167
user_11/I1.jpg,118,16,268,166
user_11/I2.jpg,115,23,255,163
user_11/I3.jpg,127,32,257,162
user_11/I4.jpg,123,35,253,165
user_11/I5.jpg,121,36,271,186
user_11/I6.jpg,116,40,266,190
user_11/I7.jpg,121,43,271,193
user_11/I8.jpg,118,45,258,185
user_11/I9.jpg,127,50,267,190
user_11/K0.jpg,59,38,219,198
user_11/K1.jpg,76,40,236,200
user_11/K2.jpg,53,38,213,198
user_11/K3.jpg,65,39,225,199
user_11/K4.jpg,71,44,211,184
user_11/K5.jpg,2,46,152,196
user_11/K6.jpg,16,45,166,195
user_11/K7.jpg,7,39,157,189
user_11/K8.jpg,7,27,157,177
user_11/K9.jpg,15,23,165,173
user_11/L0.jpg,118,36,248,166
user_11/L1.jpg,109,33,239,163
user_11/L2.jpg,117,41,247,171
user_11/L3.jpg,122,51,242,171
user_11/L4.jpg,113,47,233,167
user_11/L5.jpg,87,37,257,207
user_11/L6.jpg,74,40,244,210
user_11/L7.jpg,106,38,276,208
user_11/L8.jpg,100,33,270,203
user_11/L9.jpg,113,38,283,208
user_11/M0.jpg,98,46,218,166
user_11/M1.jpg,90,46,210,166
user_11/M2.jpg,109,45,229,165
user_11/M3.jpg,94,39,214,159
user_11/M4.jpg,116,45,236,165
user_11/M5.jpg,90,84,240,234
user_11/M6.jpg,87,71,237,221
user_11/M7.jpg,102,83,242,223
user_11/M8.jpg,101,82,241,222
user_11/M9.jpg,111,86,251,226
user_11/N0.jpg,77,26,197,146
user_11/N1.jpg,87,34,207,154
user_11/N2.jpg,77,33,197,153
user_11/N3.jpg,91,37,211,157
user_11/N4.jpg,86,40,206,160
user_11/N5.jpg,101,91,231,221
user_11/N6.jpg,97,90,227,220
user_11/N7.jpg,104,91,234,221
user_11/N8.jpg,89,92,219,222
user_11/N9.jpg,104,92,234,222
user_11/O0.jpg,158,38,278,158
user_11/O1.jpg,168,43,288,163
user_11/O2.jpg,176,42,296,162
user_11/O3.jpg,169,36,289,156
user_11/O4.jpg,175,40,295,160
user_11/O5.jpg,174,50,304,180
user_11/O6.jpg,167,45,297,175
user_11/O7.jpg,176,52,306,182
user_11/O8.jpg,169,53,299,183
user_11/O9.jpg,178,53,308,183
user_11/P0.jpg,62,61,212,211
user_11/P1.jpg,52,58,202,208
user_11/P2.jpg,70,61,220,211
user_11/P3.jpg,59,69,209,219
user_11/P4.jpg,65,59,215,209
user_11/P5.jpg,60,96,190,226
user_11/P6.jpg,67,85,207,225
user_11/P7.jpg,65,85,205,225
user_11/P8.jpg,79,83,219,223
user_11/P9.jpg,63,85,203,225
user_11/Q0.jpg,111,77,221,187
user_11/Q1.jpg,99,81,209,191
user_11/Q2.jpg,109,81,219,191
user_11/Q3.jpg,102,82,212,192
user_11/Q4.jpg,106,77,216,187
user_11/Q5.jpg,92,59,212,179
user_11/Q6.jpg,82,59,202,179
user_11/Q7.jpg,98,63,218,183
user_11/Q8.jpg,89,70,209,190
user_11/Q9.jpg,102,73,222,193
user_11/R0.jpg,79,31,239,191
user_11/R1.jpg,72,23,232,183
user_11/R2.jpg,90,26,250,186
user_11/R3.jpg,78,26,238,186
user_11/R4.jpg,87,35,247,195
user_11/R5.jpg,77,48,247,218
user_11/R6.jpg,72,45,242,215
user_11/R7.jpg,91,48,261,218
user_11/R8.jpg,87,41,257,211
user_11/R9.jpg,85,45,255,215
user_11/S0.jpg,138,53,238,153
user_11/S1.jpg,121,57,221,157
user_11/S2.jpg,143,58,243,158
user_11/S3.jpg,122,52,222,152
user_11/S4.jpg,134,62,234,162
user_11/S5.jpg,100,60,220,180
user_11/S6.jpg,88,61,208,181
user_11/S7.jpg,114,70,234,190
user_11/S8.jpg,100,64,220,184
user_11/S9.jpg,89,67,209,187
user_11/T0.jpg,170,55,300,185
user_11/T1.jpg,164,53,294,183
user_11/T2.jpg,179,43,309,173
user_11/T3.jpg,171,41,301,171
user_11/T4.jpg,175,46,305,176
user_11/T5.jpg,34,30,164,160
user_11/T6.jpg,23,23,153,153
user_11/T7.jpg,31,38,161,168
user_11/T8.jpg,19,26,149,156
user_11/T9.jpg,14,36,144,166
user_11/U0.jpg,116,18,276,178
user_11/U1.jpg,128,16,288,176
user_11/U2.jpg,110,16,270,176
user_11/U3.jpg,121,26,281,186
user_11/U4.jpg,102,24,262,184
user_11/U5.jpg,54,17,224,187
user_11/U6.jpg,68,10,238,180
user_11/U7.jpg,50,17,220,187
user_11/U8.jpg,71,20,241,190
user_11/U9.jpg,58,19,228,189
user_11/V0.jpg,108,15,258,165
user_11/V1.jpg,100,19,250,169
user_11/V2.jpg,123,18,273,168
user_11/V3.jpg,106,11,256,161
user_11/V4.jpg,120,21,270,171
user_11/V5.jpg,29,47,219,237
user_11/V6.jpg,17,34,207,224
user_11/V7.jpg,38,39,228,229
user_11/V8.jpg,20,38,210,228
user_11/V9.jpg,41,41,231,231
user_11/W0.jpg,75,26,255,206
user_11/W1.jpg,65,23,245,203
user_11/W2.jpg,95,29,255,189
user_11/W3.jpg,81,28,241,188
user_11/W4.jpg,104,33,254,183
user_11/W5.jpg,34,49,224,239
user_11/W6.jpg,46,49,236,239
user_11/W7.jpg,30,49,220,239
user_11/W8.jpg,56,49,246,239
user_11/W9.jpg,28,49,218,239
user_11/X0.jpg,127,18,257,148
user_11/X1.jpg,112,13,242,143
user_11/X2.jpg,124,18,254,148
user_11/X3.jpg,113,25,243,155
user_11/X4.jpg,131,29,251,149
user_11/X5.jpg,132,32,262,162
user_11/X6.jpg,116,31,246,161
user_11/X7.jpg,140,27,270,157
user_11/X8.jpg,133,27,263,157
user_11/X9.jpg,154,29,284,159
user_11/Y0.jpg,127,54,267,194
user_11/Y1.jpg,112,51,252,191
user_11/Y2.jpg,132,55,272,195
user_11/Y3.jpg,130,58,270,198
user_11/Y4.jpg,127,64,267,204
user_11/Y5.jpg,114,56,264,206
user_11/Y6.jpg,99,55,249,205
user_11/Y7.jpg,120,59,270,209
user_11/Y8.jpg,107,57,257,207
user_11/Y9.jpg,113,54,263,204
